,count,mean,min,max
,Number_of_Stops,Number_of_Stops,Number_of_Stops,Number_of_Stops
Train_No,,,,
53447,1,13.0,13,13
53448,1,13.0,13,13
53449,1,13.0,13,13
53450,1,13.0,13,13
53451,1,4.0,4,4
53452,1,4.0,4,4
53479,1,11.0,11,11
53480,1,11.0,11,11
53481,1,0.0,0,0
53482,1,0.0,0,0
53483,1,0.0,0,0
53484,1,0.0,0,0
53485,1,0.0,0,0
53486,1,0.0,0,0
53487,1,0.0,0,0
53488,1,0.0,0,0
53489,1,0.0,0,0
53490,1,0.0,0,0
53491,1,0.0,0,0
53492,1,0.0,0,0
53493,1,0.0,0,0
53494,1,0.0,0,0
53495,1,0.0,0,0
53496,1,0.0,0,0
53497,1,16.0,16,16
53498,1,16.0,16,16
53511,1,5.0,5,5
53512,1,5.0,5,5
53513,1,5.0,5,5
53514,1,5.0,5,5
53515,1,5.0,5,5
53516,1,5.0,5,5
53517,1,5.0,5,5
53518,1,5.0,5,5
53519,1,5.0,5,5
53520,1,5.0,5,5
53523,1,33.0,33,33
53524,1,33.0,33,33
53525,1,61.0,61,61
53526,1,60.0,60,60
53551,1,7.0,7,7
53552,1,7.0,7,7
53553,1,7.0,7,7
53554,1,7.0,7,7
53555,1,7.0,7,7
53556,1,7.0,7,7
53611,1,22.0,22,22
53612,1,22.0,22,22
53615,1,17.0,17,17
53616,1,17.0,17,17
53623,1,18.0,18,18
53624,1,19.0,19,19
53625,1,11.0,11,11
53626,1,11.0,11,11
53627,1,10.0,10,10
53628,1,10.0,10,10
53629,1,10.0,10,10
53630,1,11.0,11,11
53631,1,10.0,10,10
53632,1,10.0,10,10
53641,1,7.0,7,7
53642,1,7.0,7,7
53643,1,2.0,2,2
53644,1,2.0,2,2
53645,1,2.0,2,2
53646,1,2.0,2,2
53647,1,2.0,2,2
53648,1,2.0,2,2
54001,1,18.0,18,18
54002,1,18.0,18,18
54005,1,21.0,21,21
54006,1,23.0,23,23
54007,1,23.0,23,23
54008,1,23.0,23,23
54009,1,23.0,23,23
54010,1,3.0,3,3
54011,1,37.0,37,37
54012,1,37.0,37,37
54013,1,5.0,5,5
54014,1,5.0,5,5
54015,1,5.0,5,5
54016,1,5.0,5,5
54018,1,5.0,5,5
54019,1,6.0,6,6
54023,1,7.0,7,7
54024,1,23.0,23,23
54025,1,4.0,4,4
54026,1,4.0,4,4
54031,1,23.0,23,23
54032,1,23.0,23,23
54033,1,27.0,27,27
54034,1,23.0,23,23
54035,1,33.0,33,33
54036,1,33.0,33,33
54037,1,15.0,15,15
54038,1,15.0,15,15
54039,1,15.0,15,15
54040,1,15.0,15,15
54041,1,15.0,15,15
54042,1,15.0,15,15
54043,1,38.0,38,38
54044,1,38.0,38,38
54045,1,32.0,32,32
54046,1,34.0,34,34
54047,1,8.0,8,8
54048,1,15.0,15,15
54049,1,23.0,23,23
54050,1,23.0,23,23
54051,1,12.0,12,12
54052,1,12.0,12,12
54053,1,17.0,17,17
54054,1,17.0,17,17
54055,1,24.0,24,24
54056,1,24.0,24,24
54057,1,22.0,22,22
54058,1,22.0,22,22
54059,1,14.0,14,14
54060,1,22.0,22,22
54075,1,38.0,38,38
54076,1,42.0,42,42
54077,1,16.0,16,16
54078,1,17.0,17,17
54085,1,16.0,16,16
54086,1,16.0,16,16
54091,1,1.0,1,1
54092,1,1.0,1,1
54101,1,32.0,32,32
54102,1,32.0,32,32
54103,1,14.0,14,14
54104,1,14.0,14,14
54107,1,17.0,17,17
54108,1,17.0,17,17
54109,1,31.0,31,31
54110,1,31.0,31,31
54152,1,11.0,11,11
54153,1,25.0,25,25
54154,1,25.0,25,25
54155,1,25.0,25,25
54156,1,25.0,25,25
54158,1,24.0,24,24
54159,1,42.0,42,42
54161,1,25.0,25,25
54162,1,26.0,26,26
54201,1,5.0,5,5
54211,1,21.0,21,21
54212,1,21.0,21,21
54221,1,8.0,8,8
54222,1,8.0,8,8
54223,1,8.0,8,8
54224,1,8.0,8,8
54225,1,3.0,3,3
54226,1,3.0,3,3
54227,1,3.0,3,3
54228,1,3.0,3,3
54231,1,16.0,16,16
54232,1,16.0,16,16
54233,1,16.0,16,16
54234,1,16.0,16,16
54237,1,5.0,5,5
54238,1,5.0,5,5
54239,1,3.0,3,3
54240,1,3.0,3,3
54243,1,3.0,3,3
54244,1,3.0,3,3
54251,1,72.0,72,72
54252,1,73.0,73,73
54253,1,30.0,30,30
54254,1,30.0,30,30
54255,1,41.0,41,41
54256,1,40.0,40,40
54261,1,12.0,12,12
54262,1,9.0,9,9
54263,1,19.0,19,19
54264,1,19.0,19,19
54265,1,19.0,19,19
54266,1,19.0,19,19
54267,1,2.0,2,2
54268,1,2.0,2,2
54270,1,2.0,2,2
54271,1,29.0,29,29
54272,1,29.0,29,29
54273,1,15.0,15,15
54274,1,15.0,15,15
54281,1,17.0,17,17
54282,1,16.0,16,16
54283,1,16.0,16,16
54284,1,16.0,16,16
54291,1,16.0,16,16
54292,1,16.0,16,16
54293,1,23.0,23,23
54294,1,25.0,25,25
54303,1,39.0,39,39
54304,1,45.0,45,45
54307,1,21.0,21,21
54308,1,21.0,21,21
54309,1,16.0,16,16
54310,1,16.0,16,16
54311,1,18.0,18,18
54312,1,18.0,18,18
54313,1,7.0,7,7
54314,1,7.0,7,7
54321,1,11.0,11,11
54322,1,11.0,11,11
54323,1,9.0,9,9
54324,1,12.0,12,12
54325,1,28.0,28,28
54326,1,28.0,28,28
54327,1,9.0,9,9
54328,1,9.0,9,9
54329,1,14.0,14,14
54330,1,14.0,14,14
54331,1,9.0,9,9
54332,1,8.0,8,8
54333,1,44.0,44,44
54334,1,44.0,44,44
54335,1,18.0,18,18
54336,1,18.0,18,18
54341,1,19.0,19,19
54342,1,19.0,19,19
54351,1,25.0,25,25
54352,1,25.0,25,25
54353,1,20.0,20,20
54354,1,25.0,25,25
54355,1,11.0,11,11
54356,1,11.0,11,11
54371,1,19.0,19,19
54372,1,19.0,19,19
54373,1,19.0,19,19
54374,1,19.0,19,19
54375,1,16.0,16,16
54376,1,16.0,16,16
54377,1,60.0,60,60
54378,1,60.0,60,60
54381,1,15.0,15,15
54382,1,16.0,16,16
54383,1,16.0,16,16
54384,1,15.0,15,15
54385,1,1.0,1,1
54386,1,1.0,1,1
54387,1,1.0,1,1
54388,1,1.0,1,1
54389,1,1.0,1,1
54390,1,1.0,1,1
54391,1,22.0,22,22
54392,1,22.0,22,22
54393,1,7.0,7,7
54394,1,7.0,7,7
54395,1,21.0,21,21
54396,1,21.0,21,21
54397,1,7.0,7,7
54398,1,7.0,7,7
54401,1,12.0,12,12
54402,1,12.0,12,12
54403,1,12.0,12,12
54404,1,12.0,12,12
54405,1,12.0,12,12
54406,1,11.0,11,11
54411,1,35.0,35,35
54412,1,35.0,35,35
54413,1,16.0,16,16
54414,1,16.0,16,16
54416,1,16.0,16,16
54417,1,16.0,16,16
54420,1,16.0,16,16
54421,1,16.0,16,16
54423,1,21.0,21,21
54424,1,21.0,21,21
54461,1,53.0,53,53
54462,1,54.0,54,54
54463,1,36.0,36,36
54464,1,34.0,34,34
54465,1,19.0,19,19
54466,1,19.0,19,19
54467,1,8.0,8,8
54468,1,8.0,8,8
54469,1,8.0,8,8
54470,1,8.0,8,8
54471,1,43.0,43,43
54472,1,44.0,44,44
54473,1,31.0,31,31
54474,1,26.0,26,26
54475,1,48.0,48,48
54476,1,48.0,48,48
54481,1,3.0,3,3
54482,1,3.0,3,3
54483,1,3.0,3,3
54484,1,3.0,3,3
54485,1,3.0,3,3
54486,1,3.0,3,3
54531,1,6.0,6,6
54532,1,6.0,6,6
54539,1,40.0,40,40
54540,1,38.0,38,38
54541,1,26.0,26,26
54542,1,26.0,26,26
54551,1,24.0,24,24
54552,1,24.0,24,24
54553,1,12.0,12,12
54555,1,11.0,11,11
54556,1,22.0,22,22
54557,1,5.0,5,5
54558,1,5.0,5,5
54559,1,10.0,10,10
54560,1,10.0,10,10
54561,1,11.0,11,11
54562,1,11.0,11,11
54563,1,11.0,11,11
54564,1,11.0,11,11
54571,1,18.0,18,18
54572,1,18.0,18,18
54575,1,13.0,13,13
54576,1,13.0,13,13
54581,1,5.0,5,5
54582,1,5.0,5,5
54601,1,36.0,36,36
54602,1,37.0,37,37
54603,1,27.0,27,27
54604,1,27.0,27,27
54605,1,33.0,33,33
54606,1,27.0,27,27
54611,1,14.0,14,14
54612,1,15.0,15,15
54613,1,15.0,15,15
54614,1,15.0,15,15
54615,1,15.0,15,15
54616,1,15.0,15,15
54621,1,16.0,16,16
54622,1,16.0,16,16
54625,1,15.0,15,15
54626,1,15.0,15,15
54631,1,22.0,22,22
54632,1,25.0,25,25
54633,1,34.0,34,34
54634,1,32.0,32,32
54635,1,26.0,26,26
54636,1,27.0,27,27
54637,1,5.0,5,5
54638,1,5.0,5,5
54641,1,58.0,58,58
54642,1,57.0,57,57
54643,1,16.0,16,16
54644,1,16.0,16,16
54645,1,12.0,12,12
54646,1,18.0,18,18
54651,1,4.0,4,4
54654,1,4.0,4,4
54701,1,29.0,29,29
54702,1,37.0,37,37
54703,1,58.0,58,58
54704,1,54.0,54,54
54751,1,46.0,46,46
54752,1,46.0,46,46
54753,1,16.0,16,16
54754,1,16.0,16,16
54755,1,16.0,16,16
54756,1,16.0,16,16
54757,1,41.0,41,41
54758,1,41.0,41,41
54759,1,15.0,15,15
54760,1,14.0,14,14
54761,1,14.0,14,14
54762,1,14.0,14,14
54763,1,29.0,29,29
54764,1,24.0,24,24
54765,1,9.0,9,9
54766,1,9.0,9,9
54781,1,36.0,36,36
54782,1,40.0,40,40
54783,1,58.0,58,58
54784,1,58.0,58,58
54785,1,12.0,12,12
54786,1,12.0,12,12
54787,1,11.0,11,11
54788,1,8.0,8,8
54789,1,43.0,43,43
54790,1,43.0,43,43
54791,1,30.0,30,30
54792,1,32.0,32,32
54793,1,20.0,20,20
54794,1,21.0,21,21
54803,1,56.0,56,56
54804,1,56.0,56,56
54805,1,84.0,84,84
54806,1,79.0,79,79
54809,1,62.0,62,62
54810,1,62.0,62,62
54813,1,22.0,22,22
54819,1,20.0,20,20
54820,1,20.0,20,20
54822,1,0.0,0,0
54825,1,10.0,10,10
54826,1,10.0,10,10
54833,1,39.0,39,39
54834,1,39.0,39,39
54835,1,19.0,19,19
54836,1,19.0,19,19
54881,1,6.0,6,6
54882,1,6.0,6,6
55001,1,24.0,24,24
55002,1,22.0,22,22
55007,1,48.0,48,48
55008,1,48.0,48,48
55009,1,15.0,15,15
55010,1,15.0,15,15
55011,1,16.0,16,16
55012,1,16.0,16,16
55013,1,31.0,31,31
55014,1,31.0,31,31
55017,1,21.0,21,21
55018,1,21.0,21,21
55019,1,25.0,25,25
55020,1,25.0,25,25
55021,1,38.0,38,38
55022,1,38.0,38,38
55025,1,23.0,23,23
55026,1,23.0,23,23
55027,1,23.0,23,23
55028,1,23.0,23,23
55029,1,19.0,19,19
55030,1,19.0,19,19
55031,1,56.0,56,56
55032,1,53.0,53,53
55033,1,22.0,22,22
55034,1,23.0,23,23
55035,1,20.0,20,20
55036,1,20.0,20,20
55037,1,14.0,14,14
55038,1,12.0,12,12
55041,1,14.0,14,14
55042,1,24.0,24,24
55043,1,17.0,17,17
55044,1,17.0,17,17
55045,1,12.0,12,12
55046,1,11.0,11,11
55049,1,53.0,53,53
55050,1,56.0,56,56
55051,1,17.0,17,17
55052,1,17.0,17,17
55055,1,4.0,4,4
55056,1,4.0,4,4
55071,1,19.0,19,19
55072,1,19.0,19,19
55073,1,19.0,19,19
55074,1,12.0,12,12
55075,1,26.0,26,26
55076,1,26.0,26,26
55077,1,20.0,20,20
55078,1,20.0,20,20
55079,1,26.0,26,26
55080,1,19.0,19,19
55081,1,14.0,14,14
55082,1,19.0,19,19
55101,1,5.0,5,5
55102,1,5.0,5,5
55103,1,5.0,5,5
55104,1,5.0,5,5
55105,1,3.0,3,3
55106,1,3.0,3,3
55107,1,3.0,3,3
55108,1,3.0,3,3
55109,1,3.0,3,3
55110,1,3.0,3,3
55111,1,3.0,3,3
55112,1,3.0,3,3
55113,1,3.0,3,3
55114,1,3.0,3,3
55115,1,15.0,15,15
55116,1,15.0,15,15
55119,1,32.0,32,32
55120,1,32.0,32,32
55122,1,24.0,24,24
55123,1,22.0,22,22
55125,1,20.0,20,20
55126,1,20.0,20,20
55127,1,20.0,20,20
55128,1,20.0,20,20
55129,1,20.0,20,20
55130,1,20.0,20,20
55131,1,31.0,31,31
55132,1,31.0,31,31
55133,1,20.0,20,20
55134,1,20.0,20,20
55135,1,18.0,18,18
55136,1,18.0,18,18
55137,1,24.0,24,24
55138,1,24.0,24,24
55139,1,24.0,24,24
55140,1,24.0,24,24
55141,1,17.0,17,17
55142,1,17.0,17,17
55143,1,7.0,7,7
55144,1,7.0,7,7
55145,1,3.0,3,3
55146,1,3.0,3,3
55149,1,25.0,25,25
55150,1,26.0,26,26
55159,1,7.0,7,7
55160,1,7.0,7,7
55163,1,22.0,22,22
55164,1,22.0,22,22
55165,1,6.0,6,6
55166,1,6.0,6,6
55167,1,1.0,1,1
55168,1,1.0,1,1
55169,1,1.0,1,1
55170,1,1.0,1,1
55171,1,0.0,0,0
55172,1,0.0,0,0
55173,1,0.0,0,0
55174,1,0.0,0,0
55175,1,0.0,0,0
55176,1,0.0,0,0
55177,1,0.0,0,0
55178,1,0.0,0,0
55179,1,0.0,0,0
55180,1,0.0,0,0
55181,1,25.0,25,25
55182,1,25.0,25,25
55183,1,25.0,25,25
55184,1,25.0,25,25
55207,1,17.0,17,17
55208,1,22.0,22,22
55209,1,16.0,16,16
55211,1,20.0,20,20
55212,1,13.0,13,13
55213,1,17.0,17,17
55214,1,17.0,17,17
55215,1,13.0,13,13
55216,1,13.0,13,13
55217,1,12.0,12,12
55218,1,12.0,12,12
55220,1,17.0,17,17
55221,1,22.0,22,22
55222,1,23.0,23,23
55223,1,39.0,39,39
55224,1,39.0,39,39
55225,1,19.0,19,19
55226,1,18.0,18,18
55227,1,8.0,8,8
55228,1,7.0,7,7
55229,1,20.0,20,20
55230,1,20.0,20,20
55231,1,2.0,2,2
55232,1,2.0,2,2
55237,1,7.0,7,7
55238,1,7.0,7,7
55239,1,7.0,7,7
55240,1,8.0,8,8
55301,1,11.0,11,11
55302,1,11.0,11,11
55303,1,12.0,12,12
55304,1,11.0,11,11
55305,1,5.0,5,5
55306,1,10.0,10,10
55307,1,6.0,6,6
55308,1,10.0,10,10
55309,1,10.0,10,10
55310,1,6.0,6,6
55311,1,7.0,7,7
55312,1,7.0,7,7
55313,1,2.0,2,2
55314,1,2.0,2,2
55315,1,5.0,5,5
55316,1,5.0,5,5
55317,1,5.0,5,5
55318,1,5.0,5,5
55319,1,4.0,4,4
55320,1,4.0,4,4
55321,1,10.0,10,10
55322,1,5.0,5,5
55323,1,4.0,4,4
55324,1,4.0,4,4
55325,1,53.0,53,53
55326,1,53.0,53,53
55327,1,25.0,25,25
55328,1,25.0,25,25
55329,1,31.0,31,31
55330,1,31.0,31,31
55331,1,15.0,15,15
55332,1,15.0,15,15
55333,1,20.0,20,20
55334,1,20.0,20,20
55335,1,8.0,8,8
55336,1,8.0,8,8
55337,1,16.0,16,16
55338,1,16.0,16,16
55339,1,12.0,12,12
55340,1,5.0,5,5
55341,1,20.0,20,20
55342,1,20.0,20,20
55343,1,17.0,17,17
55344,1,17.0,17,17
55345,1,17.0,17,17
55346,1,17.0,17,17
55347,1,8.0,8,8
55348,1,8.0,8,8
55349,1,8.0,8,8
55350,1,8.0,8,8
55351,1,8.0,8,8
55352,1,8.0,8,8
55353,1,5.0,5,5
55354,1,12.0,12,12
55355,1,17.0,17,17
55356,1,17.0,17,17
55357,1,17.0,17,17
55358,1,17.0,17,17
55359,1,6.0,6,6
55360,1,6.0,6,6
55361,1,7.0,7,7
55362,1,7.0,7,7
55363,1,7.0,7,7
55364,1,7.0,7,7
55365,1,7.0,7,7
55366,1,7.0,7,7
55367,1,7.0,7,7
55368,1,7.0,7,7
55369,1,5.0,5,5
55370,1,5.0,5,5
55371,1,1.0,1,1
55372,1,1.0,1,1
55373,1,1.0,1,1
55374,1,1.0,1,1
55375,1,1.0,1,1
55376,1,1.0,1,1
55421,1,12.0,12,12
55422,1,12.0,12,12
55465,1,12.0,12,12
55466,1,12.0,12,12
55467,1,32.0,32,32
55468,1,32.0,32,32
55513,1,14.0,14,14
55514,1,21.0,21,21
55517,1,7.0,7,7
55518,1,7.0,7,7
55519,1,14.0,14,14
55520,1,14.0,14,14
55525,1,8.0,8,8
55526,1,8.0,8,8
55527,1,35.0,35,35
55528,1,35.0,35,35
55533,1,21.0,21,21
55534,1,21.0,21,21
55537,1,32.0,32,32
55538,1,33.0,33,33
55539,1,42.0,42,42
55540,1,41.0,41,41
55541,1,26.0,26,26
55542,1,26.0,26,26
55549,1,15.0,15,15
55550,1,16.0,16,16
55553,1,21.0,21,21
55554,1,21.0,21,21
55555,1,18.0,18,18
55556,1,21.0,21,21
55559,1,17.0,17,17
55560,1,21.0,21,21
55563,1,11.0,11,11
55564,1,11.0,11,11
55565,1,17.0,17,17
55566,1,17.0,17,17
55567,1,17.0,17,17
55568,1,17.0,17,17
55569,1,1.0,1,1
55570,1,1.0,1,1
55571,1,11.0,11,11
55572,1,11.0,11,11
55575,1,3.0,3,3
55576,1,3.0,3,3
55577,1,3.0,3,3
55578,1,3.0,3,3
55583,1,11.0,11,11
55584,1,11.0,11,11
55601,1,24.0,24,24
55602,1,24.0,24,24
55603,1,27.0,27,27
55604,1,27.0,27,27
55615,1,31.0,31,31
55616,1,31.0,31,31
55661,1,10.0,10,10
55662,1,10.0,10,10
55663,1,33.0,33,33
55664,1,33.0,33,33
55665,1,8.0,8,8
55666,1,7.0,7,7
55667,1,12.0,12,12
55668,1,12.0,12,12
55675,1,12.0,12,12
55676,1,12.0,12,12
55677,1,20.0,20,20
55678,1,20.0,20,20
55679,1,12.0,12,12
55680,1,12.0,12,12
55681,1,3.0,3,3
55682,1,3.0,3,3
55683,1,3.0,3,3
55684,1,3.0,3,3
55685,1,10.0,10,10
55686,1,10.0,10,10
55687,1,8.0,8,8
55688,1,8.0,8,8
55689,1,13.0,13,13
55690,1,13.0,13,13
55701,1,18.0,18,18
55702,1,18.0,18,18
55703,1,18.0,18,18
55704,1,18.0,18,18
55707,1,22.0,22,22
55708,1,22.0,22,22
55709,1,2.0,2,2
55710,1,2.0,2,2
55711,1,39.0,39,39
55712,1,39.0,39,39
55713,1,43.0,43,43
55714,1,43.0,43,43
55719,1,6.0,6,6
55720,1,6.0,6,6
55721,1,16.0,16,16
55722,1,16.0,16,16
55725,1,21.0,21,21
55726,1,21.0,21,21
55727,1,18.0,18,18
55728,1,18.0,18,18
55729,1,18.0,18,18
55730,1,18.0,18,18
55733,1,13.0,13,13
55734,1,17.0,17,17
55735,1,17.0,17,17
55736,1,17.0,17,17
55740,1,17.0,17,17
55741,1,13.0,13,13
55742,1,13.0,13,13
55743,1,17.0,17,17
55744,1,13.0,13,13
55749,1,8.0,8,8
55750,1,8.0,8,8
55751,1,8.0,8,8
55752,1,8.0,8,8
55753,1,32.0,32,32
55754,1,32.0,32,32
55755,1,17.0,17,17
55756,1,17.0,17,17
55763,1,17.0,17,17
55764,1,13.0,13,13
55769,1,18.0,18,18
55770,1,18.0,18,18
55771,1,7.0,7,7
55772,1,7.0,7,7
55801,1,20.0,20,20
55802,1,20.0,20,20
55803,1,17.0,17,17
55804,1,17.0,17,17
55809,1,20.0,20,20
55810,1,20.0,20,20
55811,1,19.0,19,19
55812,1,19.0,19,19
55813,1,40.0,40,40
55814,1,40.0,40,40
55817,1,15.0,15,15
55818,1,15.0,15,15
55819,1,12.0,12,12
55820,1,12.0,12,12
55823,1,2.0,2,2
55824,1,2.0,2,2
55861,1,16.0,16,16
55862,1,16.0,16,16
55893,1,13.0,13,13
55894,1,13.0,13,13
55895,1,51.0,51,51
55896,1,51.0,51,51
55901,1,47.0,47,47
55902,1,47.0,47,47
55903,1,21.0,21,21
55904,1,21.0,21,21
55909,1,11.0,11,11
55910,1,11.0,11,11
55913,1,25.0,25,25
55914,1,25.0,25,25
56001,1,4.0,4,4
56002,1,3.0,3,3
56003,1,4.0,4,4
56004,1,1.0,1,1
56005,1,4.0,4,4
56006,1,4.0,4,4
56007,1,6.0,6,6
56008,1,8.0,8,8
56009,1,11.0,11,11
56010,1,11.0,11,11
56011,1,25.0,25,25
56012,1,25.0,25,25
56013,1,12.0,12,12
56014,1,12.0,12,12
56033,1,9.0,9,9
56034,1,9.0,9,9
56035,1,10.0,10,10
56036,1,10.0,10,10
56037,1,16.0,16,16
56038,1,15.0,15,15
56041,1,31.0,31,31
56042,1,29.0,29,29
56043,1,1.0,1,1
56044,1,1.0,1,1
56100,1,9.0,9,9
56101,1,9.0,9,9
56102,1,2.0,2,2
56103,1,2.0,2,2
56105,1,7.0,7,7
56106,1,5.0,5,5
56107,1,5.0,5,5
56108,1,5.0,5,5
56109,1,23.0,23,23
56110,1,20.0,20,20
56111,1,21.0,21,21
56112,1,21.0,21,21
56113,1,24.0,24,24
56114,1,24.0,24,24
56115,1,15.0,15,15
56116,1,15.0,15,15
56136,1,5.0,5,5
56137,1,5.0,5,5
56138,1,4.0,4,4
56139,1,4.0,4,4
56140,1,4.0,4,4
56141,1,4.0,4,4
56142,1,4.0,4,4
56143,1,4.0,4,4
56144,1,2.0,2,2
56145,1,2.0,2,2
56146,1,2.0,2,2
56147,1,2.0,2,2
56148,1,2.0,2,2
56149,1,2.0,2,2
56150,1,2.0,2,2
56151,1,2.0,2,2
56201,1,11.0,11,11
56202,1,11.0,11,11
56203,1,11.0,11,11
56204,1,11.0,11,11
56205,1,5.0,5,5
56206,1,5.0,5,5
56207,1,11.0,11,11
56208,1,11.0,11,11
56209,1,11.0,11,11
56210,1,11.0,11,11
56215,1,32.0,32,32
56216,1,32.0,32,32
56217,1,5.0,5,5
56218,1,5.0,5,5
56221,1,12.0,12,12
56222,1,12.0,12,12
56223,1,27.0,27,27
56224,1,27.0,27,27
56225,1,12.0,12,12
56226,1,12.0,12,12
56227,1,39.0,39,39
56228,1,39.0,39,39
56231,1,18.0,18,18
56232,1,20.0,20,20
56237,1,20.0,20,20
56238,1,19.0,19,19
56241,1,20.0,20,20
56242,1,20.0,20,20
56261,1,41.0,41,41
56262,1,39.0,39,39
56263,1,15.0,15,15
56264,1,15.0,15,15
56265,1,19.0,19,19
56266,1,19.0,19,19
56267,1,19.0,19,19
56268,1,19.0,19,19
56269,1,14.0,14,14
56270,1,14.0,14,14
56271,1,9.0,9,9
56272,1,9.0,9,9
56273,1,34.0,34,34
56274,1,34.0,34,34
56275,1,30.0,30,30
56276,1,29.0,29,29
56277,1,18.0,18,18
56278,1,18.0,18,18
56281,1,25.0,25,25
56282,1,25.0,25,25
56300,1,12.0,12,12
56301,1,12.0,12,12
56302,1,10.0,10,10
56303,1,10.0,10,10
56304,1,42.0,42,42
56305,1,12.0,12,12
56307,1,16.0,16,16
56308,1,16.0,16,16
56309,1,16.0,16,16
56310,1,12.0,12,12
56311,1,12.0,12,12
56313,1,12.0,12,12
56315,1,12.0,12,12
56316,1,12.0,12,12
56317,1,14.0,14,14
56318,1,14.0,14,14
56319,1,37.0,37,37
56320,1,44.0,44,44
56323,1,52.0,52,52
56324,1,52.0,52,52
56331,1,8.0,8,8
56332,1,8.0,8,8
56333,1,9.0,9,9
56334,1,9.0,9,9
56335,1,9.0,9,9
56336,1,9.0,9,9
56337,1,8.0,8,8
56338,1,8.0,8,8
56361,1,20.0,20,20
56362,1,31.0,31,31
56363,1,31.0,31,31
56364,1,20.0,20,20
56365,1,41.0,41,41
56366,1,41.0,41,41
56370,1,16.0,16,16
56371,1,15.0,15,15
56373,1,1.0,1,1
56374,1,1.0,1,1
56375,1,16.0,16,16
56376,1,15.0,15,15
56377,1,6.0,6,6
56378,1,4.0,4,4
56379,1,10.0,10,10
56380,1,17.0,17,17
56381,1,9.0,9,9
56382,1,10.0,10,10
56383,1,17.0,17,17
56384,1,10.0,10,10
56385,1,10.0,10,10
56386,1,7.0,7,7
56387,1,12.0,12,12
56388,1,15.0,15,15
56389,1,8.0,8,8
56390,1,7.0,7,7
56391,1,23.0,23,23
56392,1,23.0,23,23
56393,1,12.0,12,12
56394,1,12.0,12,12
56501,1,64.0,64,64
56502,1,66.0,66,66
56503,1,76.0,76,76
56504,1,77.0,77,77
56505,1,4.0,4,4
56506,1,4.0,4,4
56507,1,15.0,15,15
56508,1,15.0,15,15
56509,1,15.0,15,15
56510,1,15.0,15,15
56511,1,4.0,4,4
56512,1,4.0,4,4
56513,1,55.0,55,55
56514,1,56.0,56,56
56515,1,61.0,61,61
56516,1,61.0,61,61
56517,1,11.0,11,11
56518,1,10.0,10,10
56519,1,3.0,3,3
56520,1,3.0,3,3
56600,1,14.0,14,14
56601,1,14.0,14,14
56602,1,33.0,33,33
56603,1,39.0,39,39
56604,1,12.0,12,12
56605,1,18.0,18,18
56610,1,17.0,17,17
56611,1,17.0,17,17
56612,1,10.0,10,10
56613,1,10.0,10,10
56614,1,10.0,10,10
56616,1,10.0,10,10
56617,1,10.0,10,10
56619,1,10.0,10,10
56620,1,10.0,10,10
56621,1,10.0,10,10
56640,1,28.0,28,28
56641,1,28.0,28,28
56642,1,3.0,3,3
56643,1,3.0,3,3
56644,1,2.0,2,2
56645,1,2.0,2,2
56646,1,9.0,9,9
56647,1,9.0,9,9
56650,1,38.0,38,38
56651,1,38.0,38,38
56652,1,18.0,18,18
56653,1,18.0,18,18
56654,1,38.0,38,38
56655,1,20.0,20,20
56656,1,21.0,21,21
56657,1,18.0,18,18
56659,1,9.0,9,9
56661,1,11.0,11,11
56663,1,20.0,20,20
56664,1,20.0,20,20
56665,1,18.0,18,18
56666,1,18.0,18,18
56700,1,44.0,44,44
56701,1,47.0,47,47
56703,1,10.0,10,10
56704,1,9.0,9,9
56705,1,41.0,41,41
56706,1,40.0,40,40
56707,1,6.0,6,6
56708,1,6.0,6,6
56709,1,10.0,10,10
56710,1,10.0,10,10
56711,1,24.0,24,24
56714,1,16.0,16,16
56715,1,17.0,17,17
56716,1,17.0,17,17
56717,1,7.0,7,7
56718,1,6.0,6,6
56719,1,0.0,0,0
56721,1,15.0,15,15
56722,1,15.0,15,15
56723,1,15.0,15,15
56724,1,15.0,15,15
56725,1,15.0,15,15
56726,1,15.0,15,15
56731,1,12.0,12,12
56732,1,12.0,12,12
56733,1,12.0,12,12
56734,1,12.0,12,12
56735,1,12.0,12,12
56736,1,12.0,12,12
56741,1,8.0,8,8
56742,1,8.0,8,8
56761,1,10.0,10,10
56762,1,10.0,10,10
56763,1,10.0,10,10
56764,1,10.0,10,10
56765,1,10.0,10,10
56766,1,10.0,10,10
56767,1,18.0,18,18
56768,1,18.0,18,18
56769,1,41.0,41,41
56770,1,41.0,41,41
56796,1,15.0,15,15
56797,1,16.0,16,16
56798,1,16.0,16,16
56799,1,15.0,15,15
56800,1,15.0,15,15
56801,1,15.0,15,15
56802,1,15.0,15,15
56803,1,15.0,15,15
56811,1,23.0,23,23
56812,1,23.0,23,23
56819,1,8.0,8,8
56820,1,8.0,8,8
56821,1,18.0,18,18
56822,1,18.0,18,18
56823,1,22.0,22,22
56824,1,22.0,22,22
56825,1,26.0,26,26
56826,1,26.0,26,26
56829,1,23.0,23,23
56830,1,23.0,23,23
56839,1,21.0,21,21
56840,1,21.0,21,21
56841,1,23.0,23,23
56842,1,23.0,23,23
56843,1,20.0,20,20
56844,1,20.0,20,20
56845,1,21.0,21,21
56846,1,21.0,21,21
56859,1,9.0,9,9
56860,1,9.0,9,9
56861,1,3.0,3,3
56862,1,3.0,3,3
56863,1,3.0,3,3
56864,1,3.0,3,3
